question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q117,Does the company’s policy on Biodiversity extend to its value chain partners (Y/N),Does the company’s policy on Biodiversity extend to its value chain partners (Y/N) Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member,28.9489,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member,28.9489,Remarks For Assurance Of Whether The Enlisted Policies Extend To Your Value Chain Partners,25.873,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle6 Member,25.1441,High Confidence,Do The Enlisted Policies Extend To Your Value Chain Partners - Principle7 Member
Q118,Does the company take initiatives with regards to its Biodiversity conservation/land rehabilitation and biodiversity restoration,Does the company take initiatives with regards to its Biodiversity conservation/land rehabilitation and biodiversity restoration Description Of Accounting Policy For Decommissioning Restoration And Rehabilitation Provisions Explanatory,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,16.1683,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,16.3792,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest,16.1683,Assurance Sub Type For Details Of Complaints With Regard To Conflict Of Interest,15.812,Low Confidence,Remarks For Assurance Of Details Of Complaints With Regard To Conflict Of Interest
Q119,Are there any goals/targets/commitments set towards carbon neutrality/ Net Zero,Are there any goals/targets/commitments set towards carbon neutrality/ Net Zero Whether There Are Any Major Customers,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member,24.2931,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member,24.2931,Whether Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Is Assured By Assurer,24.1627,Remarks For Assurance Of Specific Commitments Goals And Targets Set By The Entity With Defined Timelines,22.2776,Ambiguous,Specific Commitments Goals And Targets Set By The Entity With Defined Timelines Explanatory Text Block - Principle6 Member
Q120,Does the organisation report on CDP Disclosure as per Climate Change Module,Does the organisation report on CDP Disclosure as per Climate Change Module Profit Loss For The Period As Per Ind As,Type Of Assurance For Section AGeneral Disclosures,16.0295,Type Of Assurance For Section AGeneral Disclosures,16.0295,Type Of Assurance For Governance Leadership And Oversight,14.2231,Net Worth,13.9894,Low Confidence,Type Of Assurance For Section AGeneral Disclosures
Q121,"Does the company perform climate related scenario analysis (based on TCFD framework); Based on the climate risk assessment, has the company set up a plan to adapt to the identified physical climate risks","Does the company perform climate related scenario analysis (based on TCFD framework); Based on the climate risk assessment, has the company set up a plan to adapt to the identified physical climate risks Number Of Employees In The Company At The End Of The Financial Year",Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,23.6786,Desclosure Of The Processes Used To Identify Work Related Hazards And Assess Risks On ARoutine And Non Routine Basis By The Entity Explanatory Text Block,25.6315,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,25.4281,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,25.0668,Ambiguous,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy
Q122,Presence of ISO 14001:2015 certifications,Presence of ISO 14001:2015 certifications ISO Country Code Of Place Of Maintenance Of Computer Servers Storing Accounting Data,Country Of Other Stock Exchange - Stock Exchange3,11.2042,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.7774,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,15.5803,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,15.3514,Low Confidence,Country Of Other Stock Exchange - Stock Exchange3
Q123,Does the entity implement carbon pricing mechanism/model?,Does the entity implement carbon pricing mechanism/model? Description Of Other Inputs To Options Pricing Model Share Options Granted,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,15.4117,Remarks For Assurance Of Number Of Days Of Accounts Payables,16.977,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,15.4117,Number Of Days Of Accounts Payable,14.3232,Low Confidence,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers
Q124,Does the company have a policy on environmental management and is it available publicly,Does the company have a policy on environmental management and is it available publicly Name Of Stock Exchange Where The Company Is Listed,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Ambiguous,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1
Q125,"Is the entity compliant with the appliacble environmental law/regulations/guidelines for India; such as the Water (Prevention and Control of Pollution) Act, AIr (Prevention and Control of Pollution) Act, Environmental protection act and rules thereunder (Y/N). If not, provide details of all such non compliances","Is the entity compliant with the appliacble environmental law/regulations/guidelines for India; such as the Water (Prevention and Control of Pollution) Act, AIr (Prevention and Control of Pollution) Act, Environmental protection act and rules thereunder (Y/N). If not, provide details of all such non compliances Operating And Maintenance Cost Of Emission And Other Pollution Reduction Equipments",Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines3,37.0774,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines2,37.0774,High Confidence,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7
Q126,Does the company have a strategy for climate change adaptation and mitigation,Does the company have a strategy for climate change adaptation and mitigation Whether Company Has Published Sustainability Report For The Financial Year,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,19.4764,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.767,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,19.4764,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,19.3829,High Confidence,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India
Q127,Discussion of the integration of environmental considerations into strategic planning for data centre needs,Discussion of the integration of environmental considerations into strategic planning for data centre needs Number Of Employees In The Company At The End Of The Financial Year,Consumer Complaints Pending Resolution At End Of Year - Data Privacy Member,20.6313,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,22.7288,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,21.2938,Ambiguous,Consumer Complaints Pending Resolution At End Of Year - Data Privacy Member
Q128,"Are there any social or environmental concerns and/or risks arising from production or disposal of products, as identified in the Life Cycle Perspective/Assessments","Are there any social or environmental concerns and/or risks arising from production or disposal of products, as identified in the Life Cycle Perspective/Assessments CSR Project Or Activity Identified",Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,28.0797,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,28.0797,Assurance Sub Type For Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,27.6954,Whether Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same Is Assured By Assurer,27.0863,Ambiguous,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same
