question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q134,Are there any intiatives taken with respect to sustainable agriclutire by the company,Whether Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Is Assured By Assurer,13.8904,Does The Entity Have Procedures In Place For Sustainable Sourcing,17.0791,Did Your Entity Carry Out Any Survey With Regard To Consumer Satisfaction Relating To The Major Products Or Services Of The Entity Significant Locations Of Operation Of The Entity Or The Entity As AWhole,14.4971,Percentage Of Cost Incurred On Well Being Measures With Respect To Total Revenue Of The Company,14.2911,High Confidence,Whether Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Is Assured By Assurer
Q135,Is the manufacturing smart farm equipments/machinery,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,9.5512,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,9.5512,It Is Planned To Be Done In The Next Financial Year - Principle4 Member,9.5512,It Is Planned To Be Done In The Next Financial Year - Principle2 Member,9.5512,Low Confidence,It Is Planned To Be Done In The Next Financial Year - Principle8 Member
Q136,"Is the company exposed to animal products and are these certified or accredited by one or more independent third party? If yes, does the company demand or monitor such certification or accreditation from its suppliers?",Whether APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute Is Assured By Assurer,19.7211,Whether APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute Is Assured By Assurer,19.7211,Whether Weblink Where Information On Products And Services Of The Entity Can Be Accessed Is Assured By Assurer,19.5239,Remarks For Assurance Of APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute,17.8262,Ambiguous,Whether APreferential Procurement Policy Where Preference To Purchase From Suppliers Comprising Marginalized Or Vulnerable Groups And Its Percentage Of Total Procurement By Value Does It Constitute Is Assured By Assurer
Q137,What are the initiatives taken with respect to Chemical Sagety management,Assurance Sub Type For Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,12.9763,Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard Explanatory Text Block,13.2219,Remarks For Assurance Of Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,12.9763,Assurance Sub Type For Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard,12.9763,Low Confidence,Assurance Sub Type For Disclose Any Significant Adverse Impact To The Environment Arising From The Value Chain Of The Entity What Mitigation Or Adaptation Measures Have Been Taken By The Entity In This Regard
Q138,Does the company have waste heat recovery systems for enchancing energy efficiency (Cement),Waste Recovered Through Other Recovery Operations,25.6475,Waste Recovered Through Other Recovery Operations,25.6475,Waste Recovered Through Other Recovery Operations - Previous Year,23.6242,Waste Recovered Through Recycled,23.3311,High Confidence,Waste Recovered Through Other Recovery Operations
Q139,"Is the forestland certified as per international sustainable forest management standards such as FSC, PEFC, SFI",Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,12.0663,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,12.0663,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer,11.5557,Does The Entity Have ABusiness Continuity And Disaster Management Plan,11.1737,Low Confidence,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer
Q140,What measures are taken to reduce marine pollution and manage ballast water,Whether Any Steps Are Being Taken By The Entity If The Premises Or Offices Of The Entity Not Accessible To Differently Abled Employees And Workers Explanatory Text Block,12.8372,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,16.9293,Assurance Sub Type For Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,16.2828,Whether Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres Is Assured By Assurer,15.8475,Low Confidence,Whether Any Steps Are Being Taken By The Entity If The Premises Or Offices Of The Entity Not Accessible To Differently Abled Employees And Workers Explanatory Text Block
Q141,Does the company comply with new regilation of Energy Efficiency Existing Ship (require al ships above 400GT),Remarks For Assurance Of Performance Against Above Policies And Follow Up Action,18.4373,Remarks For Assurance Of Performance Against Above Policies And Follow Up Action,18.4373,Whether Performance Against Above Policies And Follow Up Action Is Assured By Assurer,18.1406,Total Electricity Consumption From Renewable Sources,16.9424,Ambiguous,Remarks For Assurance Of Performance Against Above Policies And Follow Up Action
Q142,Are there any initiatives to promot sustainable shipping practices or reduce the carbon footprint of port operations,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated,16.4005,Does The Entity Have Procedures In Place For Sustainable Sourcing,17.0791,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated,16.4005,Location Of Operations Or Offices - Operations Or Offices Where Environmental Approvals Or Clearances Required6,16.2359,Ambiguous,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated
Q143,Does the copmany manufacture electric or alternate fuel bsaed vessel/ships or related components for the same?,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,12.2484,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,12.2484,Assurance Sub Type For Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,11.5993,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations2 Member,11.4195,Low Confidence,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity
Q144,Is company using sustainable alternative fuels liek SAF in its fleet,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle2 Member,14.6324,Ambiguous,It Is Planned To Be Done In The Next Financial Year - Principle9 Member
Q145,Is there any commitment or plan to shift to alternate fuels such as SAF,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Other Than Permanent Employees,15.3417,Ambiguous,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers
Q146,Has the company partnered with airframe and tehnology manufacturesre to increase fuel efficiency and reduce environmental impact,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,13.8097,Remarks For Assurance Of Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Low Confidence,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts
Q147,"Does the company measure or track the age of aircrafts? If yes, the what is the average of company’s air fleet",Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,13.3455,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,13.3455,What Percentage Of Total Procurement By Value Does It Constitute,12.871,Energy Intensity The Relevant Metric May Be Selected By The Entity,12.8356,Low Confidence,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities
Q148,Does the company monitor and measure noise levels? Are they compliant with noise regulations,Is The Entity Compliant With The Applicable Environmental Law,14.201,Is The Entity Compliant With The Applicable Environmental Law,14.201,Remarks For Assurance Of Whether The Entity Compliant With The Applicable Environmental Law,13.9739,Energy Intensity The Relevant Metric May Be Selected By The Entity,12.8356,Ambiguous,Is The Entity Compliant With The Applicable Environmental Law
Q149,Does the company’s policy and measures align with International Civil Aviation Organisation’s Balance Approach,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.2033,Remarks For Assurance Of Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.7922,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.2033,Assurance Sub Type For Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,19.8754,Ambiguous,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted
