question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
202,"Is the forestland certified as per international sustainable forest management standards such as FSC, PEFC, SFI",Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,12.0663,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,12.0663,Whether Measures Taken By The Entity To Ensure ASafe And Healthy Work Place Is Assured By Assurer,11.5557,Does The Entity Have ABusiness Continuity And Disaster Management Plan,11.1737,Low Confidence,Whether Name Of The National And International Codes Or Certifications Or Labels Or Standards Adopted By Your Entity And Mapped To Each Principle Is Assured By Assurer,11.7058,0.7087,0,Failed Verification
222,What measures are taken to reduce marine pollution and manage ballast water,Whether Any Steps Are Being Taken By The Entity If The Premises Or Offices Of The Entity Not Accessible To Differently Abled Employees And Workers Explanatory Text Block,12.8372,Remarks For Assurance Of Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,16.9293,Assurance Sub Type For Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres,16.2828,Whether Water Withdrawal Or Consumption And Discharge In Areas Of Water Stress In Kilolitres Is Assured By Assurer,15.8475,Low Confidence,Whether Any Steps Are Being Taken By The Entity If The Premises Or Offices Of The Entity Not Accessible To Differently Abled Employees And Workers Explanatory Text Block,7.2875,0.8195,0,Failed Verification
162,Does the company comply with new regilation of Energy Efficiency Existing Ship (require al ships above 400GT),Remarks For Assurance Of Performance Against Above Policies And Follow Up Action,18.4373,Remarks For Assurance Of Performance Against Above Policies And Follow Up Action,18.4373,Whether Performance Against Above Policies And Follow Up Action Is Assured By Assurer,18.1406,Total Electricity Consumption From Renewable Sources,16.9424,Ambiguous,Remarks For Assurance Of Performance Against Above Policies And Follow Up Action,5.6502,0.6961,0.002,Weak Match - Review
232,Are there any initiatives to promot sustainable shipping practices or reduce the carbon footprint of port operations,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated,16.4005,Does The Entity Have Procedures In Place For Sustainable Sourcing,17.0791,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated,16.4005,Location Of Operations Or Offices - Operations Or Offices Where Environmental Approvals Or Clearances Required6,16.2359,Ambiguous,Remarks For Assurance Of Details Of Number Of Locations Where Plants And Or Operations Or Offices Of The Entity Are Situated,9.0576,0.7037,0,Failed Verification
265,Does the copmany manufacture electric or alternate fuel bsaed vessel/ships or related components for the same?,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,12.2484,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,12.2484,Assurance Sub Type For Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,11.5993,Name Of The Trade And Industry Chambers Or Associations - Industry Chambers Or Associations2 Member,11.4195,Low Confidence,Remarks For Assurance Of Details Of Total Energy Consumption In Joules Or Multiples And Energy Intensity,3.3026,0.7368,0.04,Failed Verification
225,Is company using sustainable alternative fuels liek SAF in its fleet,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,14.6324,It Is Planned To Be Done In The Next Financial Year - Principle2 Member,14.6324,Ambiguous,It Is Planned To Be Done In The Next Financial Year - Principle9 Member,5.1736,0.6623,0.034,Weak Match - Review
165,Is there any commitment or plan to shift to alternate fuels such as SAF,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Permanent Employees,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,16.3526,Is There AMechanism Available To Receive And Redress Grievances For Other Than Permanent Employees,15.3417,Ambiguous,Is There AMechanism Available To Receive And Redress Grievances For Permanent Workers,14.9181,0.6585,0,Weak Match - Review
228,Has the company partnered with airframe and tehnology manufacturesre to increase fuel efficiency and reduce environmental impact,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,13.8097,Remarks For Assurance Of Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,12.5704,Low Confidence,Assurance Sub Type For Percentage Of Value Chain Partners By Value Of Business Done With Such Partners That Were Assessed For Environmental Impacts,4.7117,0.7227,0.03,Failed Verification
229,"Does the company measure or track the age of aircrafts? If yes, the what is the average of company’s air fleet",Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,13.3455,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,13.3455,What Percentage Of Total Procurement By Value Does It Constitute,12.871,Energy Intensity The Relevant Metric May Be Selected By The Entity,12.8356,Low Confidence,Whether Extended Producer Responsibility Is Applicable To The Entity SActivities,9.5842,0.7263,0.012,Failed Verification
167,Does the company monitor and measure noise levels? Are they compliant with noise regulations,Is The Entity Compliant With The Applicable Environmental Law,14.201,Is The Entity Compliant With The Applicable Environmental Law,14.201,Remarks For Assurance Of Whether The Entity Compliant With The Applicable Environmental Law,13.9739,Energy Intensity The Relevant Metric May Be Selected By The Entity,12.8356,Ambiguous,Is The Entity Compliant With The Applicable Environmental Law,14.3576,0.6914,0,Weak Match - Review
180,Does the company’s policy and measures align with International Civil Aviation Organisation’s Balance Approach,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.2033,Remarks For Assurance Of Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.7922,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,20.2033,Assurance Sub Type For Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,19.8754,Ambiguous,Assurer Has Assured Whether The Waste Collection Plan Is In Line With The Extended Producer Responsibility Plan Submitted To Pollution Control Boards And Steps Taken To Address The Waste Collection Plan If Not Submitted,4.0076,0.7905,0.054,Failed Verification
172,Does the company have oil spill/gas leak action plan,Does The Entity Have Any Project Related To Reducing Green House Gas Emission,15.9001,Does The Entity Have ABusiness Continuity And Disaster Management Plan,17.1147,Does The Entity Have Any Project Related To Reducing Green House Gas Emission,15.9001,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,15.179,High Confidence,Does The Entity Have Any Project Related To Reducing Green House Gas Emission,15.6969,0.6667,0,Weak Match - Review
173,Did the company experience any spills for the current and previous years,Waste Recovered Through Re Used - Previous Year,12.2041,Waste Recovered Through Recycled - Previous Year,12.7267,Waste Recovered Through Re Used - Previous Year,12.2041,Waste Recovered Through Other Recovery Operations - Previous Year,11.7227,Low Confidence,Waste Recovered Through Re Used - Previous Year,2.861,0.7246,0.03,Failed Verification
17,Does the entity have a system to finance sustainable projects,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member,15.5621,Does The Entity Have Procedures In Place For Sustainable Sourcing,20.5223,Does The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,18.6472,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,17.1116,High Confidence,The Entity Does Not Have The Financial Or Human And Technical Resources Available For The Task - Principle7 Member,10.3259,0.7103,0,Failed Verification
14,Are ESG factors incorporated in the lending and investment decisions,Percentage Of Investments In Related Parties In Total Investments,13.1977,Percentage Of Investments In Related Parties In Total Investments,13.1977,Percentage Of Investments In Related Parties In Total Investments - Previous Year,12.5535,Amount Of Investments In Related Parties,11.0127,Low Confidence,Percentage Of Investments In Related Parties In Total Investments,2.9539,0.6522,0.02,Weak Match - Review
96,Does the company follow sustainable mining practices,Percentage Of Health And Safety Practices Of Value Chain Partners P3,9.0937,Does The Entity Have Procedures In Place For Sustainable Sourcing,13.3602,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,11.519,Percentage Of Health And Safety Practices Of Value Chain Partners P3,9.0937,Low Confidence,Percentage Of Health And Safety Practices Of Value Chain Partners P3,6.5332,0.6712,0.004,Weak Match - Review
