question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
Q123,Does the entity implement carbon pricing mechanism/model?,Does the entity implement carbon pricing mechanism/model? Description Of Other Inputs To Options Pricing Model Share Options Granted,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,15.4117,Remarks For Assurance Of Number Of Days Of Accounts Payables,16.977,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,15.4117,Number Of Days Of Accounts Payable,14.3232,Low Confidence,Remarks For Assurance Of Percentage Of Input Material Inputs To Total Inputs By Value Sourced From Suppliers,11.134,0.6577,0.0,Weak Match - Review
Q124,Does the company have a policy on environmental management and is it available publicly,Does the company have a policy on environmental management and is it available publicly Name Of Stock Exchange Where The Company Is Listed,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange3,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange4,36.2608,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,36.2608,Ambiguous,Name Of Stock Exchange Where The Company Is Listed - Stock Exchange1,41.3564,0.5603,0.0,Weak Match - Review
Q125,"Is the entity compliant with the appliacble environmental law/regulations/guidelines for India; such as the Water (Prevention and Control of Pollution) Act, AIr (Prevention and Control of Pollution) Act, Environmental protection act and rules thereunder (Y/N). If not, provide details of all such non compliances","Is the entity compliant with the appliacble environmental law/regulations/guidelines for India; such as the Water (Prevention and Control of Pollution) Act, AIr (Prevention and Control of Pollution) Act, Environmental protection act and rules thereunder (Y/N). If not, provide details of all such non compliances Operating And Maintenance Cost Of Emission And Other Pollution Reduction Equipments",Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,41.0119,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines3,37.0774,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines2,37.0774,High Confidence,Provide Details Of The Non Compliance - Law Or Regulation Or Guidelines7,24.5838,0.8326,0.0,Failed Verification
Q126,Does the company have a strategy for climate change adaptation and mitigation,Does the company have a strategy for climate change adaptation and mitigation Whether Company Has Published Sustainability Report For The Financial Year,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,19.4764,Assurer Has Assured Whether The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,20.767,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,19.4764,Does The Entity Have ASpecified Committee Of The Board Or Director Responsible For Decision Making On Sustainability Related Issues,19.3829,High Confidence,Assurer Has Assured Whether The Entity Have Any Sites Or Facilities Identified As Designated Consumers Under The Performance Achieve And Trade Scheme Of The Government Of India,12.0065,0.7368,0.0,Failed Verification
Q127,Discussion of the integration of environmental considerations into strategic planning for data centre needs,Discussion of the integration of environmental considerations into strategic planning for data centre needs Number Of Employees In The Company At The End Of The Financial Year,Consumer Complaints Pending Resolution At End Of Year - Data Privacy Member,20.6313,Remarks For Assurance Of Details Of Employees As At The End Of Financial Year,23.0901,Assurance Sub Type For Details Of Employees As At The End Of Financial Year,22.7288,Number Of Complaints Pending Resolution At The End Of Year - Working Conditions Complaints Member,21.2938,Ambiguous,Consumer Complaints Pending Resolution At End Of Year - Data Privacy Member,19.6639,0.7273,0.0,Failed Verification
Q128,"Are there any social or environmental concerns and/or risks arising from production or disposal of products, as identified in the Life Cycle Perspective/Assessments","Are there any social or environmental concerns and/or risks arising from production or disposal of products, as identified in the Life Cycle Perspective/Assessments CSR Project Or Activity Identified",Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,28.0797,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,28.0797,Assurance Sub Type For Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,27.6954,Whether Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same Is Assured By Assurer,27.0863,Ambiguous,Remarks For Assurance Of Details Of Significant Social Or Environmental Concerns From Production Or Disposal Of Product Or Service With Action Taken To Mitigate The Same,25.5592,0.7055,0.0,Failed Verification
Q129,"Has the company taken initiatives to use reusable, recyclable or compostable packagin","Has the company taken initiatives to use reusable, recyclable or compostable packagin Steps Taken By The Company For Utilising Alternate Sources Of Energy Explanatory",Total Electricity Consumption From Non Renewable Sources,22.8,Total Fuel Consumption From Renewable Sources,23.7763,Total Electricity Consumption From Renewable Sources,23.7763,Total Fuel Consumption From Non Renewable Sources,22.8,Ambiguous,Total Electricity Consumption From Non Renewable Sources,6.4018,0.7557,0.034,Failed Verification
Q130,What are the intiatives taken to reduce plastic packaging,What are the intiatives taken to reduce plastic packaging Steps Taken By The Company For Utilising Alternate Sources Of Energy Explanatory,Total Fuel Consumption From Renewable Sources,23.7763,Total Fuel Consumption From Renewable Sources,23.7763,Total Electricity Consumption From Renewable Sources,23.7763,Total Fuel Consumption From Non Renewable Sources,22.8,Ambiguous,Total Fuel Consumption From Renewable Sources,6.6932,0.7632,0.028,Failed Verification
Q131,Turnover of products and/or services as a percentage of turover from all products/service that carry information about the recycling and/or safe disposal,Turnover of products and/or services as a percentage of turover from all products/service that carry information about the recycling and/or safe disposal Products And Services Domain,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.4692,Remarks For Assurance Of Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.8522,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,44.4692,Whether Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover Is Assured By Assurer,43.6791,Ambiguous,Assurance Sub Type For Turnover Of Products And Or Services As APercentage Of Turnover From All Products Or Service That Carry Information About As APercentage To Total Turnover,56.7116,0.5703,0.0,Weak Match - Review
Q132,Does your company have a publicly available no deforestation policy or commitment that applies to your company’s operational practices,Does your company have a publicly available no deforestation policy or commitment that applies to your company’s operational practices Statement That Remuneration Is As Per Remuneration Policy Of Company,Whether Information Available In Public Domain - Public Policy1,16.8742,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,19.397,Percentage Of Health And Safety Practices Of Your Plants And Offices That Were Assessed P3,17.2935,Whether Information Available In Public Domain - Public Policy3,16.8742,Low Confidence,Whether Information Available In Public Domain - Public Policy1,5.9565,0.7887,0.034,Failed Verification
Q133,Does the company owns/lease/manages forest land for its operations,Does the company owns/lease/manages forest land for its operations Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport,14.2152,Remarks For Assurance Of Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport,14.2152,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,13.8975,Assurance Sub Type For Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport,13.8341,Low Confidence,Remarks For Assurance Of Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport,10.2508,0.7383,0.002,Failed Verification
Q134,Are there any intiatives taken with respect to sustainable agriclutire by the company,Are there any intiatives taken with respect to sustainable agriclutire by the company Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Whether Details Of Complaints With Regard To Conflict Of Interest Is Assured By Assurer,18.6008,Whether Details Of Complaints With Regard To Conflict Of Interest Is Assured By Assurer,18.6008,Whether Any Steps Are Being Taken By The Entity If The Premises Or Offices Of The Entity Not Accessible To Differently Abled Employees And Workers Explanatory Text Block,17.404,Whether The Entity Have Procedures In Place For Sustainable Sourcing And Percentage Of Inputs Were Sourced Sustainably Is Assured By Assurer,17.1989,High Confidence,Whether Details Of Complaints With Regard To Conflict Of Interest Is Assured By Assurer,14.9199,0.6957,0.0,Weak Match - Review
Q135,Is the manufacturing smart farm equipments/machinery,Is the manufacturing smart farm equipments/machinery Repairs To Machinery,It Is Planned To Be Done In The Next Financial Year - Principle2 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle4 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle5 Member,11.5466,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,11.5466,Low Confidence,It Is Planned To Be Done In The Next Financial Year - Principle2 Member,6.7459,0.6623,0.008,Weak Match - Review
